Episode,Total Reward,Avg Loss,Deployed Nodes,Coverage
349,-53116.790000000125,8.131131397274341e+23,58.0,100.0
350,-41367.08000000009,7.414938449761379e+23,46.0,100.0
351,-36913.840000000026,8.796423813053404e+23,55.0,100.0
352,-35966.98000000007,8.429757081646044e+23,73.0,100.0
353,-68033.68000000002,7.968252483066743e+23,63.0,100.0
354,-27588.540000000005,7.696043119944375e+23,37.0,100.0
355,-74873.41000000005,8.665035143277232e+23,73.0,100.0
356,-42611.71000000008,8.053064017410132e+23,69.0,100.0
357,-53857.890000000065,8.44677578003296e+23,47.0,100.0
358,-19779.219999999965,7.17555936700127e+23,33.0,100.0
359,-26195.51000000004,7.678594203805539e+23,37.0,100.0
360,-67995.94000000008,8.546787466691634e+23,58.0,100.0
361,-33293.72000000002,8.013697766314027e+23,44.0,100.0
362,-48814.62000000005,8.359356898703709e+23,41.0,100.0
363,-25420.03,7.770456689340337e+23,59.0,100.0
364,-77080.85999999983,8.464349468069565e+23,43.0,100.0
365,-45390.340000000026,8.472220144369964e+23,61.0,100.0
366,-43650.50000000001,8.270367525105995e+23,78.0,100.0
367,-50569.01000000005,8.333047848259377e+23,42.0,100.0
368,-53081.28,9.36143276573558e+23,34.0,100.0
369,-24458.809999999998,9.179627537846212e+23,24.0,100.0
370,-71123.12,9.038025781700794e+23,51.0,100.0
371,-32850.029999999955,9.048119832462668e+23,59.0,100.0
372,-33625.28,8.198909373825742e+23,33.0,100.0
373,-51455.12,8.682191251046674e+23,36.0,100.0
374,-54319.86999999997,8.216731243736795e+23,40.0,100.0
375,-99735.47999999968,8.086606684302202e+23,70.0,98.53490000000001
376,-30030.18999999999,9.332834170092548e+23,32.0,100.0
377,-78901.57999999974,9.061080394714627e+23,61.0,100.0
378,-71774.70000000004,8.895024285351518e+23,50.0,100.0
379,-45631.570000000014,7.923312764152921e+23,31.0,100.0
380,-43305.50000000007,8.38236670616236e+23,50.0,100.0
381,-44540.50000000001,8.019957818865499e+23,38.0,100.0
382,-51897.31000000001,8.679382979634044e+23,41.0,100.0
383,-52557.60999999999,7.349588228439253e+23,32.0,100.0
384,-33167.24,9.976989395078482e+23,27.0,100.0
385,-32921.410000000025,9.255623876657165e+23,32.0,100.0
386,-46882.53,9.776865937180453e+23,50.0,100.0
387,-47504.43000000007,8.152860194064203e+23,40.0,100.0
388,-43241.51000000001,8.894007838950972e+23,76.0,100.0
389,-66095.76000000011,8.44615461496388e+23,54.0,100.0
390,-36555.47999999999,1.0020486157505258e+24,32.0,100.0
391,-82466.44,8.931551317551967e+23,79.0,100.0
392,-63752.18000000004,8.25725034549136e+23,32.0,100.0
393,-47841.62000000002,8.536200004679004e+23,77.0,99.505
394,-59581.02000000012,9.384047653314016e+23,60.0,100.0
395,-36147.20000000001,9.294510256056774e+23,28.0,100.0
396,-36699.71000000003,1.0382178326216125e+24,33.0,100.0
397,-48765.99000000003,9.223294180340074e+23,36.0,100.0
398,-68178.92999999989,9.348895721307668e+23,41.0,100.0
399,-50998.88000000006,9.225443261750696e+23,42.0,100.0
400,-46532.59000000006,9.504288458553361e+23,54.0,100.0
401,-47460.33000000001,9.987554983780374e+23,37.0,100.0
402,-42407.66000000001,9.556132204682076e+23,46.0,100.0
403,-95267.07999999974,9.489139848407203e+23,60.0,100.0
404,-46321.72000000004,9.158004233818532e+23,27.0,100.0
405,-55237.20000000002,8.890343754729659e+23,31.0,100.0
406,-39285.06000000001,9.249057614767942e+23,24.0,100.0
407,-29831.879999999957,8.935350867917755e+23,34.0,100.0
408,-35348.020000000004,9.409086674448678e+23,23.0,100.0
409,-45292.40000000015,8.94080822486221e+23,72.0,100.0
410,-34422.57000000002,9.600366239966136e+23,34.0,100.0
411,-26593.569999999996,8.930484218112423e+23,25.0,100.0
412,-66699.83999999998,9.323171056306907e+23,31.0,100.0
413,-50076.48000000003,8.776271316996164e+23,36.0,100.0
414,-32350.349999999988,9.550973077469672e+23,25.0,100.0
415,-41111.800000000054,9.227876098389801e+23,35.0,100.0
416,-46202.279999999984,9.754775746062235e+23,29.0,100.0
417,-70100.03000000001,9.640795674316989e+23,64.0,100.0
