Episode,Total Reward,Avg Loss,Deployed Nodes,Coverage
186,-184143.84510615343,5.822504277131995,19.0,100.0
187,-56442.18457018892,5.876772244771321,20.0,100.0
188,-82245.92359658444,5.76049755414327,21.0,100.0
189,-66038.48153261046,5.838925590515137,19.0,100.0
190,-40658.82666091892,5.934062750443168,23.0,100.0
191,-26080.772831459228,5.852395190132989,19.0,100.0
192,-77066.16785139035,5.807885837554932,22.0,100.0
193,-81430.4259767522,5.874022319399077,22.0,100.0
194,-46129.95482610061,5.883771737416585,22.0,100.0
195,-61750.38352908644,5.756165302716768,21.0,100.0
196,-46504.21062150841,5.987081565856934,21.0,100.0
197,-66882.22662601378,5.878590919353344,20.0,100.0
198,-36218.12656442739,5.884965556008475,20.0,100.0
199,-61494.90600944057,5.857180118560791,22.0,100.0
200,-122526.29087506891,5.887958940706755,21.0,100.0
201,-61332.1048983573,5.883773748691265,23.0,100.0
202,-66474.67342188257,5.808511881992735,22.0,100.0
203,-40592.53302213975,5.857189178466797,21.0,100.0
204,-91268.28854497179,5.860590532422066,21.0,100.0
205,-35879.24542490857,6.051255566733224,21.0,100.0
206,-117591.34932987408,5.900460279904879,24.0,100.0
207,-40909.01501983506,5.881143591620705,21.0,100.0
208,-35995.06786541313,5.883145223964345,20.0,100.0
209,-60961.11640140669,5.921626531160795,22.0,100.0
210,-35557.18137994855,5.985157251358032,21.0,100.0
211,-128281.87131828471,5.9675021548020215,20.0,100.0
212,-97632.22815174694,5.914897526011748,22.0,100.0
213,-61337.425982277695,5.840023711875633,22.0,100.0
214,-31186.00940910646,5.92298502392239,17.0,100.0
215,-169008.18228022047,5.861332244873047,24.0,99.7599
216,-92025.13080167878,5.893630389011268,23.0,100.0
217,-26127.292781766835,5.969456934928894,21.0,100.0
218,-91669.89907572362,5.860329006657456,22.0,100.0
219,-20476.37033154161,5.943821505496376,22.0,100.0
220,-66630.29102437077,5.896980630940404,23.0,100.0
221,-46261.38471119122,6.018155193328857,22.0,100.0
222,-76336.80853683631,5.990009085337321,23.0,100.0
223,-51362.348065964354,5.9918141937255855,20.0,100.0
224,-137941.0608432805,5.964277124404907,19.0,100.0
225,-35711.74424985942,6.086060498890124,19.0,100.0
226,-66468.44639461483,5.919775026815909,20.0,100.0
227,-112137.31012907898,5.953507675064935,23.0,100.0
228,-41160.56288093561,5.939074364575473,21.0,100.0
229,-40900.2330494398,5.8728249073028564,22.0,100.0
