Episode,Total Reward,Avg Loss,Deployed Nodes,Coverage
0,-178488.69753309063,0.0,24.0,99.861
1,-210382.2050493891,0.0,21.0,99.5189
2,-169706.90102802476,0.0,24.0,99.8947
3,-178845.48284318284,0.0,23.0,99.8923
4,-190239.03744425764,0.0,22.0,99.70400000000001
5,-178136.37345109123,0.0,24.0,99.959
6,-192072.88471805557,0.0,22.0,99.2783
7,-177151.7133648067,0.0,24.0,99.87819999999999
8,-215726.01085352365,0.0,21.0,97.6067
9,-173982.83162470412,0.0,24.0,99.9062
10,-182358.76269494832,0.0,23.0,99.90480000000001
11,-176859.66104685445,0.0,24.0,99.9738
12,-181652.41226698857,0.0,22.0,99.8966
13,-194094.49895574016,0.0,23.0,99.7914
14,-190499.70891744972,0.0,21.0,99.8246
15,-170744.8785485541,0.0,24.0,99.9864
16,-188204.68560006272,0.0,22.0,99.9911
17,-55309.32111961951,0.0,24.0,100.0
18,-176886.9940496065,0.0,23.0,99.919
19,-71974.26656642597,0.0,23.0,100.0
20,-171415.26620212654,0.0,23.0,99.5239
21,-185715.57297712608,0.0,23.0,99.93520000000001
22,-196060.27139188873,0.0,21.0,99.8223
23,-60931.29089830153,0.0,24.0,100.0
24,-175491.70328023325,0.0,23.0,99.9701
25,-201135.68163580945,0.0,22.0,99.6198
26,-176960.56209236447,0.0,24.0,99.9864
27,-176619.98334081814,0.0,23.0,99.9479
28,-185485.05008206924,0.0,21.0,99.7428
29,-168017.91677165576,0.0,24.0,99.9165
30,-188442.7863749544,0.0,22.0,99.9694
31,-180065.77453289923,0.0,21.0,99.6395
32,-170893.82478320634,0.0,23.0,99.9795
33,-184902.52549690183,0.0,21.0,99.3566
34,-180265.76727529487,0.0,23.0,99.8332
35,-186426.07607621394,0.0,22.0,99.8997
36,-110843.13518660248,0.0,25.0,100.0
37,-188286.8367888042,0.0,22.0,99.9611
38,-175648.45400586727,0.0,24.0,99.9967
39,-170519.8851799064,0.0,24.0,99.9108
40,-193772.06632580477,0.0,21.0,99.8869
41,-172925.8473781578,0.0,24.0,99.732
42,-181633.87709054793,1.0093822407722473,23.0,99.964
43,-175176.11738775935,0.5508081555366516,24.0,99.9756
44,-186116.3975797343,0.34081401824951174,22.0,99.8959
45,-183620.159955792,0.33485161572694777,23.0,99.9191
46,-249093.0373368422,0.32665946751832964,15.0,88.1764
47,-182074.22977507854,0.5195481461286545,21.0,99.78059999999999
48,-199542.78911607483,0.3682433693110943,21.0,99.4214
49,-175253.88721472575,0.35605345875024796,23.0,99.66390000000001
50,-175320.24170576892,0.3353028693795204,22.0,99.8277
51,-178137.69651836157,0.3557275551557541,22.0,99.92410000000001
52,-186103.31704989172,0.7224857071042061,21.0,99.77289999999999
53,-186854.96818287822,1.79786141872406,21.0,99.6093
54,-128208.02416892911,1.6214760571718216,24.0,100.0
55,-181152.599072051,1.5938721632957458,22.0,99.7603
56,-187110.82339025984,1.641315016746521,22.0,99.6966
57,-183756.93962553208,1.6190836668014525,22.0,99.89059999999999
58,-190884.63479044076,2.289444558620453,20.0,99.80369999999999
59,-186135.98990271534,2.408039102554321,23.0,99.8993
60,-207012.63873249217,2.40381956577301,21.0,99.6913
61,-179557.9147902521,2.4461090660095213,23.0,99.964
62,-185918.90026065632,2.4295673179626465,21.0,99.5832
63,-210587.56182337276,2.5454797458648684,22.0,96.2426
64,-180872.87960187625,2.602254033088684,23.0,99.98559999999999
65,-186134.5430026303,2.6562654304504396,23.0,99.976
66,-52246.50760416483,2.643035861162039,23.0,100.0
67,-184041.69708692972,2.6534704780578613,23.0,99.9863
68,-201802.30264709375,2.6911024045944214,20.0,99.9625
69,-65596.13212102598,2.7694951665812524,24.0,100.0
70,-169893.86701747793,2.730583086013794,25.0,99.9475
71,-189290.15091777645,2.7855805492401124,22.0,99.93520000000001
72,-91979.60035235692,2.7525422188543502,22.0,100.0
73,-117156.44960142054,2.7782581819070353,23.0,100.0
74,-192290.27084428855,2.800489945411682,22.0,99.6028
75,-177471.84185380655,2.829458961486816,23.0,99.9084
76,-107554.23310797034,2.811791821888515,23.0,100.0
77,-108938.1584592792,2.804928003038679,22.0,100.0
78,-191579.82645702676,2.807326288223267,22.0,99.6865
79,-145620.08412705152,2.8074864659990584,23.0,100.0
80,-140789.0830250577,2.8344210539108667,22.0,100.0
81,-188406.3188309616,2.8364840364456176,21.0,99.8764
82,-118522.32877519041,2.884721442631313,21.0,100.0
83,-172852.63571136777,2.8944986629486085,24.0,99.97779999999999
84,-201995.60291721296,2.912901301383972,21.0,99.88430000000001
85,-176574.9386128346,2.9742356729507446,23.0,99.73530000000001
86,-177052.2722793076,2.992109651565552,24.0,99.721
87,-179750.5423260817,2.959646544456482,23.0,99.9028
88,-195313.43448047384,3.0439619255065917,22.0,99.9642
89,-74465.41146684745,3.0651982767241344,22.0,100.0
90,-185500.27393437282,3.0626811027526855,22.0,99.78580000000001
91,-60920.127856364445,3.116236792670356,23.0,100.0
92,-128827.69627916165,3.1044563745197498,23.0,100.0
93,-193331.0087622961,3.2145014572143555,21.0,99.7922
94,-186443.57036103104,3.191238660812378,22.0,99.8656
95,-154337.58094043355,3.2061407619052464,25.0,100.0
96,-78065.08222407251,3.2549892047355913,22.0,100.0
