Episode,Total Reward,Avg Loss,Deployed Nodes,Coverage,500_MA,14000_16000_MA
6940,-8997.427197,1.692245245,22,100.0,-11157.712072912202,
6941,-8548.597701,1.675130294,23,100.0,-11164.2742828642,
6942,-7280.933518,1.687668125,22,100.0,-11172.7999954322,
6943,-8170.495114,1.681147557,23,100.0,-11160.968909900199,
6944,-9029.535659,1.659533101,22,100.0,-11154.3756346782,
6945,-18780.85385,1.671286792,21,100.0,-11147.715264158198,
6946,1089.139457,1.691819289,22,100.0,-11089.033431364202,
6947,-4620.650083,1.707699187,22,100.0,-11081.0719482562,
6948,-13274.90079,1.687402115,22,100.0,-11090.9582696762,
6949,-4144.505801,1.677772929,22,100.0,-11064.2809788782,
6950,-3824.300062,1.693689152,23,100.0,-11045.928533702201,
6951,1870.511858,1.682563941,22,100.0,-11044.5222230782,
6952,-2888.71349,1.686647256,22,100.0,-11030.6105501642,
6953,-2278.537748,1.694147419,22,100.0,-11009.3232712802,
6954,-2270.297799,1.684550923,22,100.0,-11009.7272086162,
6955,-23892.36263,1.667367081,22,100.0,-11048.6485936882,
6956,-7949.994657,1.678336066,22,100.0,-11057.940371212202,
6957,-14746.04669,1.693010393,22,100.0,-11061.428731312199,
6958,-4680.661698,1.665060296,22,100.0,-11066.187565986202,
6959,-37370.21573,1.668720134,21,100.0,-11134.590150562199,
6960,-6703.66819,1.683389285,22,100.0,-11123.1139722622,
6961,-7413.497896,1.694415787,22,100.0,-11121.2667997582,
6962,-3511.405799,1.696412524,20,100.0,-11111.0610149842,
6963,-7790.377286,1.685968687,22,100.0,-11097.0123355362,
6964,-13520.71054,1.679405872,21,100.0,-11105.4660984042,
6965,-13833.88795,1.696590851,22,100.0,-11105.2662847042,
6966,-9088.808581,1.690454448,22,100.0,-11117.483161368198,
6967,1882.463009,1.69521552,21,100.0,-11075.8310980902,
6968,-2974.334921,1.704313888,22,100.0,-11062.2137925982,
6969,-24505.40561,1.685367886,22,100.0,-11067.1793732982,
6970,-3169.236411,1.674525751,22,100.0,-11026.5469241402,
6971,-4039.35872,1.692081416,22,100.0,-10976.3235915002,
6972,-9432.28265,1.671452144,22,100.0,-10986.9304055082,
6973,-8440.28309,1.669882445,22,100.0,-10998.099591232201,
6974,-3017.550952,1.680556078,22,100.0,-10975.981410656199,
6975,-13197.22944,1.670999548,22,100.0,-10996.861957740199,
6976,-13981.85317,1.69703988,23,100.0,-11018.130647636199,
6977,-8550.060967,1.682858844,23,100.0,-10996.3325512902,
6978,-12517.43965,1.683384783,22,100.0,-10966.2594416702,
6979,-14678.76453,1.683718772,22,100.0,-10978.8137851362,
6980,-23910.89427,1.67925719,22,100.0,-11001.1198226362,
6981,-14021.4529,1.701268514,22,100.0,-11019.6084496042,
6982,-3677.940123,1.667893767,22,100.0,-10998.0258248102,
6983,-12725.50579,1.664053818,22,100.0,-11018.4481411082,
6984,-4952.650818,1.68020815,22,100.0,-11010.928195566199,
6985,-14144.03946,1.690370485,21,100.0,-11031.311596252199,
6986,-3181.63759,1.671404672,20,100.0,-11028.7900698422,
6987,-4832.733511,1.664040989,22,100.0,-10990.8178994842,
6988,-22459.68539,1.682040327,22,100.0,-11030.6050873902,
6989,-3533.032863,1.69859525,21,100.0,-11017.900141312199,
6990,-8645.560293,1.682663209,22,100.0,-11019.2828895982,
6991,-27352.76623,1.683530373,22,100.0,-11045.9352431382,
6992,-13724.09239,1.673038972,23,100.0,-11067.455933518198,
6993,1979.264047,1.68297058,22,100.0,-11053.2324553102,
6994,-28951.98436,1.67977392,22,100.0,-11083.3442411502,
6995,-2097.397563,1.677613371,22,100.0,-11054.652339496199,
6996,-10112.74457,1.658785715,22,100.0,-11038.246466416198,
6997,-2622.974938,1.681348794,22,100.0,-11028.9120730182,
6998,-14740.15882,1.685845606,22,100.0,-11032.486366998199,
6999,-10312.26757,1.691790363,22,100.0,-11044.967628870201,
7000,-4701.642418,1.692520759,22,100.0,-11017.5487915662,
7001,-8447.623479,1.670489669,23,100.0,-11020.753168312202,
7002,-34098.12009,1.677597992,21,100.0,-11071.7208679322,
7003,-4803.417074,1.699274732,22,100.0,-11068.2786097722,
7004,1287.635627,1.678813338,22,100.0,-11037.611322718201,
7005,-3440.101758,1.669169573,22,100.0,-11027.0457757242,
7006,-8171.528615,1.668990233,22,100.0,-10983.8196595542,
7007,-29708.58173,1.682138979,22,100.0,-11033.841060556202,
7008,-9351.809973,1.679151634,22,100.0,-11016.6407373822,
7009,-13219.73522,1.683787965,23,100.0,-11014.0388827022,
7010,-4232.976429,1.683892416,22,100.0,-10976.5215335002,
7011,-3046.376795,1.679177831,21,100.0,-10973.9087071422,
7012,-8415.855002,1.681245923,21,100.0,-10982.0976845102,
7013,-13632.55394,1.664508748,21,100.0,-10989.531687722201,
7014,-4445.358996,1.681898194,22,100.0,-10949.9320750142,
7015,-8868.023905,1.643899016,21,100.0,-10961.2128027642,
7016,1769.708519,1.687817545,22,100.0,-10950.6418999802,
7017,-3835.228548,1.696186262,22,100.0,-10898.7416616162,
7018,-16410.95953,1.700874958,22,100.0,-10885.5638717162,
7019,-9512.4773,1.684253249,22,100.0,-10877.411194796201,
7020,-13478.66282,1.68293145,22,100.0,-10879.9175096162,
7021,-1988.18198,1.665047526,22,100.0,-10867.1110808862,
7022,-12268.65503,1.671914514,22,100.0,-10815.4151794462,
7023,-14027.98952,1.647958762,23,100.0,-10828.8340505762,
7024,-1876.954818,1.680299415,22,100.0,-10816.699419422202,
7025,-14757.0699,1.677591092,22,100.0,-10830.351691714199,
7026,-8314.75232,1.672117205,22,100.0,-10799.2206762142,
7027,-7846.249923,1.673425383,22,100.0,-10816.8057203914,
7028,-7943.066228,1.682854997,22,100.0,-10817.791536511399,
7029,-10270.93398,1.679689744,22,100.0,-10799.475143391399,
7030,-8128.177513,1.681080854,23,100.0,-10801.5113336314,
7031,-7155.66673,1.655995474,21,100.0,-10819.2643177354,
7032,-8661.519582,1.668480456,22,100.0,-10806.0117670794,
7033,-12647.03457,1.655787475,22,100.0,-10802.220455039398,
7034,-22982.18247,1.690828251,22,100.0,-10837.7198283934,
7035,-8538.152213,1.682356314,22,100.0,-10836.4762931354,
7036,-3384.885321,1.683598813,21,100.0,-10827.8858888094,
7037,-2862.501857,1.688304424,22,100.0,-10816.3112830294,
7038,-2792.657363,1.661941122,22,100.0,-10814.8021804974,
7039,-7777.357231,1.697626317,22,100.0,-10826.1883033594,
7040,-3500.988271,1.66746472,22,100.0,-10796.9942761214,
7041,-13223.04999,1.668238563,21,100.0,-10799.6900860814,
7042,-7776.534856,1.690130509,21,100.0,-10791.262862033398,
7043,-12479.04608,1.672881042,22,100.0,-10770.5221242134,
7044,-9190.563048,1.69154338,23,100.0,-10771.0032006934,
7045,-24680.22294,1.66554194,22,100.0,-10793.8705621734,
7046,-8671.30404,1.671150014,21,100.0,-10764.1427357534,
7047,-1805.501806,1.66746166,23,100.0,-10760.920383623401,
7048,-3016.025391,1.681778171,22,100.0,-10727.234903145401,
7049,-8310.153369,1.688428387,21,100.0,-10737.0238530214,
7050,-7686.255065,1.679684758,21,100.0,-10734.4621315854,
7051,-2726.758457,1.677082479,23,100.0,-10703.362252059398,
7052,-4034.302668,1.680396718,22,100.0,-10663.0662844954,
7053,-8458.781184,1.677463108,22,100.0,-10662.0042215234,
7054,-8166.398529,1.689653377,22,100.0,-10651.7382384614,
7055,-7539.597631,1.680056788,21,100.0,-10640.5945470834,
7056,-13492.5961,1.675142534,21,100.0,-10619.819556863402,
7057,-8760.33064,1.668464247,22,100.0,-10641.487668203401,
7058,76.70633232,1.665322098,22,100.0,-10644.730567812761,
7059,593.6924577,1.670062682,22,100.0,-10635.78189446336,
7060,-3565.364608,1.686495923,21,100.0,-10626.209063395361,
7061,-4245.630534,1.681832863,22,100.0,-10609.90372480336,
7062,-13638.05698,1.677616941,23,100.0,-10599.07181872336,
7063,-7308.528428,1.660554991,22,100.0,-10578.237538259362,
7064,-7556.852245,1.661977516,22,100.0,-10587.34612884136,
7065,-3704.55954,1.664272535,22,100.0,-10555.705505421362,
7066,-7778.21575,1.663695377,22,100.0,-10543.09667718136,
7067,-18397.72897,1.666407592,22,100.0,-10550.68731894136,
7068,-18557.23854,1.66610375,23,100.0,-10563.11119938136,
7069,-8520.281922,1.671694881,24,100.0,-10570.200027197361,
7070,-18004.78262,1.643987119,21,100.0,-10577.06500575736,
7071,-7188.542871,1.667080933,24,100.0,-10563.02769017936,
7072,-8467.767356,1.688899917,22,100.0,-10560.72815547736,
7073,-7397.905628,1.686046825,22,100.0,-10568.15272198736,
7074,-3405.376423,1.658533748,22,100.0,-10556.01076602136,
7075,-3885.767272,1.666477519,22,100.0,-10507.49217034536,
7076,-14564.91352,1.666930711,22,100.0,-10500.10557706536,
7077,-8791.076879,1.659471582,22,100.0,-10504.26372086336,
7078,-8597.708164,1.669943908,22,100.0,-10474.04819417136,
7079,-8289.275298,1.676313745,22,100.0,-10473.582572707359,
7080,-4365.172465,1.670689092,22,100.0,-10458.88386171736,
7081,-14614.36451,1.662192407,23,100.0,-10480.74576080736,
7082,-4077.82806,1.638652027,21,100.0,-10472.30314608336,
7083,-2852.519388,1.670023713,22,100.0,-10451.74838255936,
7084,-12657.28444,1.671869033,22,100.0,-10459.145216207358,
7085,-13277.44816,1.674753384,22,100.0,-10440.84889014736,
7086,-2646.865958,1.660540419,22,100.0,-10416.12073418336,
7087,-4406.600498,1.658327923,22,100.0,-10410.653562559359,
7088,-9885.00003,1.650241584,21,100.0,-10393.903466759359,
7089,-3805.643798,1.65810833,23,100.0,-10376.28859529536,
7090,-7735.350762,1.672528793,22,100.0,-10368.421797659359,
7091,-2814.708803,1.675127042,23,100.0,-10358.19511516136,
7092,-3628.423326,1.657521956,22,100.0,-10337.804112333359,
7093,974.4071755,1.665404979,23,100.0,-10325.58270577636,
7094,-3383.901169,1.683778223,22,100.0,-10294.735375734359,
7095,-8578.073641,1.668915422,24,100.0,-10245.320224196359,
7096,-3165.050924,1.669077859,22,100.0,-10226.87837960436,
7097,-14217.37399,1.67188206,22,100.0,-10240.00789550636,
7098,-7905.424709,1.665982529,22,100.0,-10210.571402184361,
7099,-30001.43015,1.684135534,21,100.0,-10241.759813324361,
7100,-3157.104958,1.659657198,22,100.0,-10229.447138588359,
7101,-3811.863933,1.663148522,22,100.0,-10188.001827674361,
7102,-4268.472203,1.673467495,21,100.0,-10166.14268960036,
7103,-9641.541882,1.673372746,20,100.0,-10167.86787187036,
7104,-3011.011205,1.666603427,24,99.7599,-10139.475096240358,
7105,-1822.223137,1.661616648,22,100.0,-10126.30134255236,
7106,-19520.64362,1.670697636,22,100.0,-10147.84436528236,
7107,-5210.92846,1.661033253,20,100.0,-10101.558473982359,
7108,-3890.899263,1.671152508,22,100.0,-10092.85460362836,
7109,-3722.441732,1.664731166,22,100.0,-10084.02345577636,
7110,-12643.1409,1.675220841,23,100.0,-10078.91366239636,
7111,-7895.056239,1.663682419,22,100.0,-10078.106486970359,
7112,-17875.45849,1.650711073,23,100.0,-10115.255531601559,
7113,-2912.180719,1.663685352,22,100.0,-10116.63225931956,
7114,-7950.035777,1.675481359,22,100.0,-10106.90512521356,
7115,-9371.822512,1.654746137,24,100.0,-10109.49886418356,
7116,-3765.929013,1.665594392,22,100.0,-10092.87508194956,
7117,-7405.108606,1.668058213,22,100.0,-10087.69132201756,
7118,-14716.22894,1.666328066,22,100.0,-10098.098701957559,
7119,-22556.34328,1.670258291,22,100.0,-10135.75568409756,
7120,-4810.258826,1.666187932,22,100.0,-10109.684203709561,
7121,-18547.27658,1.657008836,22,100.0,-10131.58904779156,
7122,181.2308966,1.665568611,22,100.0,-10103.50984819836,
7123,-12283.20653,1.657406835,22,100.0,-10090.83716791836,
7124,-8429.712194,1.680699496,22,100.0,-10080.21192884636,
7125,-4299.410298,1.685442011,22,100.0,-10078.00758748236,
7126,-12789.28943,1.655896121,22,100.0,-10079.37225016236,
7127,-2587.183565,1.661217156,23,100.0,-10069.441523658359,
7128,-5088.754258,1.652570175,22,100.0,-10055.924553954359,
7129,-3656.947184,1.656164688,22,100.0,-10018.10256044236,
7130,1627.744306,1.664125716,22,100.0,-9997.32010421636,
7131,-22993.77416,1.673168049,22,100.0,-10024.12258182236,
7132,-8865.522988,1.643537486,22,100.0,-10013.84901497836,
7133,-12809.92586,1.654656132,22,100.0,-10000.026460018362,
7134,-28474.29362,1.665093205,22,100.0,-10038.65231887836,
7135,-8201.023031,1.666632712,22,100.0,-10039.36537346836,
7136,-18343.43689,1.668179348,20,100.0,-10048.12151830836,
7137,-13527.53568,1.675211479,22,100.0,-10029.37594806836,
7138,-19567.08161,1.653513297,23,100.0,-10021.27036172836,
7139,-14521.50729,1.657443741,22,100.0,-10024.67139244836,
7140,-9371.731161,1.633135557,24,100.0,-10027.50710981636,
7141,123.2784482,1.665419857,23,100.0,-10032.225269425959,
7142,1793.368998,1.648150712,21,100.0,-10001.65996632996,
7143,-2476.964695,1.66740536,22,100.0,-9987.79512671996,
7144,-3586.683094,1.653815336,22,100.0,-9968.53731926796,
7145,-13382.4655,1.650618341,22,100.0,-9966.941260567959,
7146,-3206.394613,1.64372313,21,100.0,-9949.60736811396,
7147,-4516.966477,1.657777422,22,100.0,-9943.069901119961,
7148,-4509.968814,1.644213347,22,100.0,-9945.89333061596,
7149,-24044.96225,1.654360394,22,100.0,-9904.767584755959,
7150,-8486.995288,1.637600528,22,100.0,-9904.00892366796,
7151,593.7890912,1.657830561,22,100.0,-9875.060031965559,
7152,-8675.756232,1.641461837,24,100.0,-9863.976336129559,
7153,2335.820012,1.644126084,22,100.0,-9853.41254457756,
7154,-2947.735339,1.669266244,22,100.0,-9800.85440803556,
7155,-3850.924626,1.661262926,22,100.0,-9780.922498507562,
7156,-22027.19636,1.662254761,22,100.0,-9807.708525767559,
7157,-5110.897786,1.633323769,22,100.0,-9812.734035731559,
7158,1473.041306,1.650258639,22,100.0,-9772.07894405956,
7159,-9445.444362,1.669985245,22,100.0,-9774.71704650156,
7160,-8217.770376,1.633028072,22,100.0,-9757.269288453559,
7161,-14495.66519,1.639473579,22,100.0,-9739.166260033559,
7162,-13854.11963,1.662676419,22,100.0,-9731.729627853561,
7163,-3957.198565,1.661073264,22,100.0,-9730.943808735561,
7164,-14940.78597,1.646249563,23,100.0,-9692.19286919556,
7165,-4087.516272,1.668594024,22,100.0,-9682.990392561558,
7166,-19482.76248,1.661012222,22,100.0,-9692.29102634156,
7167,-4939.516603,1.657632478,20,100.0,-9667.62273074756,
7168,2039.814149,1.665754199,22,100.0,-9617.09349314956,
7169,-3784.799433,1.652974781,22,100.0,-9617.776855463559,
7170,-8279.371879,1.654805646,22,100.0,-9597.136768021559,
7171,1649.833443,1.650592049,22,100.0,-9568.25157363556,
7172,-12839.3968,1.650912081,22,100.0,-9567.29220417556,
7173,-7951.125568,1.660347005,23,100.0,-9565.50611748556,
7174,-4537.036227,1.655494325,22,100.0,-9547.092470239559,
7175,-9999.639006,1.667182002,22,100.0,-9539.477632631559,
7176,-3955.922605,1.645546168,21,100.0,-9533.220315509561,
7177,-5266.122137,1.666205966,22,100.0,-9525.19924041356,
7178,-4186.219733,1.65875872,22,100.0,-9509.34210677956,
7179,-28318.76991,1.649262771,21,100.0,-9528.292784459562,
7180,-3821.923373,1.666408455,22,100.0,-9516.23165766556,
7181,-8781.408229,1.659864517,22,100.0,-9523.005363239561,
7182,-3244.907372,1.653469437,22,100.0,-9490.72376354356,
7183,-8508.142391,1.635875556,22,100.0,-9482.35064928556,
7184,-18672.46834,1.642748181,22,100.0,-9503.566370135559,
7185,-7429.509579,1.661519309,22,100.0,-9491.79766477356,
7186,-3207.548002,1.653406501,23,100.0,-9483.70940673756,
7187,-18722.23067,1.665778328,22,100.0,-9501.43349925756,
7188,-18385.38623,1.640112603,24,99.7599,-9471.547496437559,
7189,-13268.0962,1.644450746,21,100.0,-9484.16507139156,
7190,-33468.26809,1.641639057,22,100.0,-9536.47542926556,
7191,1378.765277,1.668714874,22,100.0,-9527.73616949756,
7192,-3217.585705,1.650165949,23,100.0,-9527.37020359756,
7193,-7540.153908,1.672169864,22,100.0,-9514.45214295356,
7194,-8122.776104,1.656185683,22,100.0,-9504.60829796156,
7195,1905.912127,1.651824971,23,100.0,-9481.49245712156,
7196,-2500.338834,1.64493888,22,100.0,-9489.51523722956,
7197,-2274.442199,1.637508392,22,100.0,-9488.07098271556,
7198,-4934.194935,1.659395464,21,100.0,-9470.230299905561,
7199,588.3498073,1.652604881,22,100.0,-9454.04266537896,
7200,-14103.74209,1.655461087,22,100.0,-9464.318758164962,
7201,-2189.67386,1.651388827,22,100.0,-9458.072092426959,
7202,-8482.091328,1.657665947,22,100.0,-9466.029848156959,
7203,-19187.14878,1.664517065,22,100.0,-9476.240098716959,
7204,-8861.835126,1.662042106,22,100.0,-9487.794515652959,
7205,-3123.931793,1.647838487,22,100.0,-9456.058829858961,
7206,-7434.807835,1.645368033,21,100.0,-9412.95596832896,
7207,-4393.17413,1.642754537,23,100.0,-9415.32313792496,
7208,-96.09836514,1.646796929,22,100.0,-9366.09209645524,
7209,-4042.584342,1.639972357,22,100.0,-9380.25772245124,
7210,-2995.785658,1.636809912,22,100.0,-9357.570391767242,
7211,-1964.238753,1.668369088,22,100.0,-9355.116432723242,
7212,-8237.215498,1.655604793,22,100.0,-9312.46017769924,
7213,-2992.833996,1.644694772,22,100.0,-9303.257190349239,
7214,1254.833802,1.647324807,23,100.0,-9292.018629513239,
7215,-430.6407599,1.645224915,22,100.0,-9268.169615033039,
7216,-3415.785851,1.631867495,22,100.0,-9270.60536229104,
7217,-13339.80109,1.653489874,23,100.0,-9279.76335421904,
7218,-7918.225884,1.662053164,22,100.0,-9250.39076302704,
7219,-8890.245932,1.627073639,22,100.0,-9249.30305136104,
7220,-2090.105886,1.641375303,23,100.0,-9239.491192627042,
7221,-28598.17591,1.64426946,22,100.0,-9268.094075327039,
7222,-8277.703935,1.640663299,22,100.0,-9257.13233975704,
7223,-4430.825619,1.638578113,22,100.0,-9241.57151967504,
7224,-18117.96586,1.6502381,22,100.0,-9270.57160250304,
7225,-9727.372991,1.63505288,22,100.0,-9263.50194156504,
7226,-3313.46556,1.668418556,21,100.0,-9261.792463973039,
7227,-2414.100407,1.641812944,23,100.0,-9249.987585021041,
7228,-1628.467806,1.648930339,22,100.0,-9224.93207291304,
7229,-3527.618216,1.647907173,21,100.0,-9226.573116455042,
7230,-3345.881466,1.64350152,22,100.0,-9222.95518504104,
7231,-18607.71039,1.640669788,22,100.0,-9234.62230622104,
7232,-17788.0023,1.634662622,22,100.0,-9273.298997251039,
7233,-8237.62625,1.648693838,22,100.0,-9253.965947131039,
7234,-3756.335836,1.647435232,24,100.0,-9242.65186271904,
7235,-12154.42109,1.646708194,22,100.0,-9240.910559819038,
7236,-3921.920906,1.644007011,22,100.0,-9234.386790111039,
7237,-4288.979881,1.655445225,22,100.0,-9218.86109747304,
7238,-2210.232826,1.643831681,22,100.0,-9226.259651921042,
7239,-9085.23699,1.651826305,22,100.0,-9239.63460151104,
7240,-25450.38404,1.631749378,22,100.0,-9276.127946101042,
7241,-3457.676956,1.664819201,22,100.0,-9275.64019509904,
7242,-3452.101102,1.636287142,22,100.0,-9265.94843610704,
7243,-3492.034521,1.648924436,23,100.0,-9264.96716791904,
7244,-2608.191706,1.614177101,22,100.0,-9194.41054939104,
7245,-3645.050254,1.644769324,22,100.0,-9186.51098517104,
7246,-2208.524296,1.637114357,21,100.0,-9166.253412403039,
7247,-3991.49587,1.640434777,22,100.0,-9158.598659149042,
7248,-2939.399667,1.652423543,22,100.0,-9156.75139425904,
7249,-4138.666935,1.638604932,21,100.0,-9145.40276944504,
7250,325.1056388,1.62866361,22,100.0,-9137.402956261441,
7251,-4917.290207,1.631963302,22,100.0,-9110.060673055441,
7252,1015.730946,1.62816209,22,100.0,-9090.265249061442,
7253,-19233.01684,1.634588683,22,100.0,-9104.722882521439,
7254,-13342.46163,1.641758904,21,100.0,-9094.34129968144,
7255,-4180.75899,1.649458149,22,100.0,-9092.829065877439,
7256,-4002.300436,1.651675722,21,100.0,-9104.93469839544,
7257,-3073.550565,1.637167566,22,100.0,-9105.69998281944,
7258,-8892.643744,1.63770372,22,100.0,-9118.36382106744,
7259,868.1841049,1.628945827,23,100.0,-9109.06710217364,
7260,-10046.93407,1.642086941,22,100.0,-9098.424954273642,
7261,-23881.05495,1.619590677,21,100.0,-9118.304262633641,
7262,-24710.24266,1.63597004,24,100.0,-9138.05064419364,
7263,-8724.327147,1.638628138,22,100.0,-9129.359147767638,
7264,-3474.478923,1.643187334,22,100.0,-9109.76120063364,
7265,-1866.613322,1.638890512,22,100.0,-9085.975944077642,
7266,-4202.431282,1.638623553,22,100.0,-9076.839645763639,
7267,-8514.111802,1.640828189,22,100.0,-9077.57853273164,
7268,-18011.86555,1.639761862,22,100.0,-9098.03009506164,
7269,-7172.237732,1.647892573,22,100.0,-9095.73539844764,
7270,-4222.471488,1.621673413,21,100.0,-9095.07720959364,
7271,-4970.045811,1.636217864,23,100.0,-9065.504406395637,
7272,-13061.27758,1.641194563,23,100.0,-9072.97294216364,
7273,-5215.075074,1.653801063,22,100.0,-9066.749017215641,
7274,-1854.19503,1.633203857,20,100.0,-9054.949333171642,
7275,-2670.888708,1.661829836,22,100.0,-9045.842641037641,
7276,-15125.02211,1.634330897,22,100.0,-9057.380388207639,
7277,-3440.781922,1.6414572,22,100.0,-9027.02073909164,
7278,1289.077346,1.633312845,22,100.0,-8996.47344999964,
7279,-7889.002731,1.644784609,23,100.0,-8994.51259484564,
7280,-7800.488988,1.633273419,21,100.0,-8964.03963064164,
7281,-8105.720951,1.645916855,22,100.0,-8974.515170069639,
7282,-3103.79087,1.660229381,22,100.0,-8963.286369245641,
7283,-3918.745797,1.655491015,22,100.0,-8942.337269839642,
7284,306.6251214,1.632024186,19,100.0,-8901.164341176842,
7285,-3299.670688,1.645746469,22,100.0,-8889.94657223684,
7286,-4006.934345,1.630947709,21,100.0,-8871.672252026841,
7287,-13335.2234,1.638600767,21,100.0,-8871.99549478684,
7288,-8479.472952,1.635811317,23,100.0,-8873.36888452084,
7289,-4124.605819,1.637038243,22,100.0,-8863.80502260884,
7290,-3361.907225,1.6477883,22,100.0,-8842.37041397884,
7291,-2560.991275,1.640377367,22,100.0,-8819.765212988841,
7292,-1528.323699,1.633681185,22,100.0,-8816.70211753884,
7293,-18935.54736,1.63866386,21,100.0,-8839.82669424884,
7294,-5012.876631,1.626609564,24,100.0,-8842.92217176884,
7295,-2440.261644,1.62271447,22,100.0,-8820.28624659684,
7296,-3624.963211,1.648517384,22,100.0,-8812.432302882838,
7297,-2457.202145,1.643782311,22,100.0,-8789.970297752838,
7298,-8192.781427,1.635090681,22,100.0,-8781.81440018684,
7299,-13924.7554,1.653714173,22,100.0,-8802.883905374842,
7300,-9438.512021,1.627114554,22,100.0,-8796.01646863684,
7301,-3588.575333,1.633358711,22,100.0,-8776.81198246284,
7302,587.9771245,1.637423415,23,100.0,-8771.47101394584,
7303,-6661.574743,1.645836241,22,100.0,-8779.47642284784,
7304,-13214.43862,1.63089558,22,100.0,-8791.38932358784,
7305,-8841.010213,1.644074327,22,100.0,-8782.023416533839,
7306,-7573.550256,1.624764211,22,100.0,-8763.54734296584,
7307,-19595.55895,1.630258813,22,100.0,-8779.42187712584,
7308,-7420.480546,1.620888493,22,100.0,-8779.24356203384,
7309,-2976.100118,1.640794523,22,100.0,-8757.59816440984,
7310,-13108.72457,1.628501081,23,100.0,-8756.79182300984,
7311,-8208.145717,1.643838609,22,100.0,-8745.17602082384,
7312,-12608.24092,1.632419162,22,100.0,-8762.31905083184,
7313,-7312.125857,1.623500129,22,100.0,-8770.61033041184,
7314,-22664.52969,1.617512689,22,100.0,-8810.71738572584,
7315,-3499.529953,1.637222592,22,100.0,-8809.06698153384,
7316,1868.790736,1.6105272,22,100.0,-8779.53985190184,
7317,-10336.83706,1.617089576,21,100.0,-8781.505029403841,
7318,-8836.698628,1.638656443,23,100.0,-8790.97867800384,
7319,-13158.54365,1.613434427,22,100.0,-8797.76533072984,
7320,-4357.753309,1.650935638,22,100.0,-8770.569946607839,
7321,-19654.60222,1.600954645,22,100.0,-8780.07713238784,
7322,-9194.955563,1.657006474,22,100.0,-8758.856040193841,
7323,-19707.36164,1.626057884,22,100.0,-8741.630681893841,
7324,-3540.027703,1.632699433,22,100.0,-8739.139007129841,
7325,1929.535079,1.62557846,22,100.0,-8718.46154407584,
7326,-43856.43576,1.61905755,22,100.0,-8776.89472791584,
7327,-2778.373412,1.650512843,22,100.0,-8765.033964279839,
7328,-17605.22055,1.629813124,22,100.0,-8772.45191735984,
7329,-7077.272191,1.642800296,22,100.0,-8766.57289830184,
7330,-2672.06018,1.636773705,22,100.0,-8693.58633852184,
7331,199.5063459,1.647529735,22,100.0,-8675.06337692604,
7332,-14540.30619,1.628584815,23,100.0,-8684.29656978404,
7333,-8292.346287,1.646305105,22,100.0,-8674.90885329804,
7334,-18625.08196,1.630383954,22,100.0,-8684.88959181804,
7335,-4478.58206,1.637527795,22,100.0,-8666.97259535804,
7336,-4021.625528,1.64133161,22,100.0,-8647.07827531404,
7337,-3351.697373,1.627371079,22,100.0,-8648.77467024804,
7338,-9052.717236,1.634274741,23,100.0,-8670.30051086604,
7339,-3082.782129,1.626807648,22,100.0,-8605.98468440404,
7340,-1896.551134,1.63120985,22,100.0,-8602.690190676041,
7341,-17866.59081,1.609222958,24,100.0,-8591.21532735604,
7342,2011.394665,1.639123164,21,100.0,-8581.65203986804,
7343,-3250.936343,1.622252955,22,100.0,-8581.33846507404,
7344,-4343.401032,1.64041388,22,100.0,-8583.11040084204,
7345,-9299.564673,1.621224228,22,100.0,-8586.57900631804,
7346,-8871.522265,1.62124851,22,100.0,-8597.09517662004,
7347,1225.68748,1.625320762,23,100.0,-8565.43346832004,
7348,-14569.0386,1.622888823,22,100.0,-8568.09775232004,
7349,-13680.35652,1.636965379,21,100.0,-8567.50620204004,
7350,-29100.03981,1.635559447,22,100.0,-8599.90398258004,
7351,-12807.95501,1.63192203,22,100.0,-8586.99166770004,
7352,-9503.689172,1.61473519,22,100.0,-8576.766229224038,
7353,-3625.121163,1.649116298,22,100.0,-8569.069451372041,
7354,-12061.12135,1.648171074,22,100.0,-8568.730341312039,
7355,-6890.889878,1.622359971,23,100.0,-8565.14461086604,
7356,-3649.317968,1.656385289,22,100.0,-8535.742931282042,
7357,1999.950764,1.637183933,22,100.0,-8523.20907540404,
7358,-12969.85056,1.637736643,22,100.0,-8512.16275494404,
7359,-14414.14347,1.626748239,22,100.0,-8531.56334326604,
7360,-4218.466181,1.625536659,22,100.0,-8513.568404508042,
7361,-33876.97995,1.632516199,22,100.0,-8567.558036704038,
7362,-44.99492142,1.62309695,22,100.0,-8539.36859298688,
7363,-15480.28217,1.637447876,22,100.0,-8543.17813706688,
7364,-4346.463725,1.628645276,24,100.0,-8534.741043202881,
7365,-3190.355381,1.629063403,22,100.0,-8517.17885622488,
7366,-9491.885915,1.646513625,22,100.0,-8531.83178668288,
7367,-18714.1378,1.605849405,22,100.0,-8553.52378798688,
7368,-8471.954569,1.637471639,21,100.0,-8562.810101032881,
7369,-3873.671922,1.620775057,22,100.0,-8553.772286810881,
7370,-193.8975685,1.63204569,22,100.0,-8546.355664389881,
7371,-3418.415536,1.631704293,21,100.0,-8536.59672761188,
7372,-15136.34544,1.633201733,21,100.0,-8529.646932611879,
7373,-13153.27367,1.635261339,22,100.0,-8548.65108335388,
7374,-13405.75009,1.633083396,21,100.0,-8559.10338997788,
7375,-10081.83739,1.622544345,22,100.0,-8539.70954485788,
7376,-24199.02996,1.630416904,22,100.0,-8570.847411377881,
