Episode,Total Reward,Avg Loss,Deployed Nodes,Coverage,500_MA,14000_16000_MA
224,-135956.4265,3.567443979,22,100.0,,
225,-34362.23828,3.515852843,21,100.0,,
226,-63438.8994,3.523304115,23,100.0,,
227,-109606.594,3.568621844,23,100.0,,
228,-38400.8794,3.555714786,21,100.0,,
229,-37828.7876,3.585198808,21,100.0,,
230,-69550.73839,3.518876765,19,100.0,,
231,-23858.71873,3.571191595,22,100.0,,
232,-18086.79137,3.611235502,21,100.0,,
233,-38886.2545,3.577072683,23,100.0,,
234,-78969.69498,3.574047953,23,100.0,,
235,-62794.39843,3.595834618,22,100.0,,
236,-123967.222,3.609078946,23,100.0,,
237,-100256.7615,3.564636674,23,100.0,,
238,-136222.6828,3.564766045,23,100.0,,
239,-176862.3639,3.578752995,21,100.0,,
240,-64223.18686,3.622802388,20,100.0,,
241,-87295.28348,3.537350572,23,100.0,,
242,-43093.78233,3.61890108,22,100.0,,
243,-24246.38969,3.594844477,22,100.0,,
244,-33538.3143,3.516505545,22,100.0,,
245,-60258.13981,3.619957875,22,100.0,,
246,-33593.19305,3.559782752,21,100.0,,
247,-114490.601,3.679679191,24,100.0,,
248,-84831.96976,3.662891042,21,100.0,,
249,-53977.05196,3.590577284,21,100.0,,
250,-75195.50082,3.695530152,23,100.0,,
251,-187157.1684,3.715869804,21,100.0,,
252,-79720.34146,3.662798872,22,100.0,,
253,-79710.4808,3.586651564,17,100.0,,
254,-119778.6587,3.67080518,24,100.0,,
255,-79993.96293,3.613935373,23,100.0,,
256,-145805.1625,3.644739905,22,100.0,,
257,-39689.80058,3.576993869,20,100.0,,
258,-58344.89545,3.783057994,19,100.0,,
259,-53354.0429,3.776030093,24,100.0,,
260,-74893.02898,3.733225684,24,100.0,,
261,-72940.38173,3.709594504,22,100.0,,
262,-119964.2215,3.781347005,20,100.0,,
263,-35217.46427,3.759578959,19,100.0,,
264,-43483.92033,3.796107646,22,100.0,,
265,-65598.52271,3.836729901,24,100.0,,
266,-64337.87842,3.789639096,20,100.0,,
267,-55296.47104,3.770840557,21,100.0,,
268,-69621.31393,3.806809324,23,100.0,,
269,-109473.5095,3.720769146,19,100.0,,
270,-79510.17455,3.82794715,22,100.0,,
271,-64910.69306,3.760649276,20,100.0,,
272,-69879.90863,3.835162834,20,100.0,,
273,-93386.59592,3.747473001,21,100.0,,
274,-89706.95315,3.749641999,22,100.0,,
275,-37403.30478,3.790197203,22,100.0,,
276,-79694.70331,3.818392359,22,100.0,,
277,-53515.7446,3.742791958,21,100.0,,
278,-66235.22497,3.788877386,18,100.0,,
279,-47508.14116,3.859541588,22,100.0,,
280,-50459.90577,3.855456538,20,100.0,,
281,-24552.69232,3.884129543,21,100.0,,
282,-67804.16704,3.814158327,23,100.0,,
283,-48302.64294,3.722587054,19,100.0,,
284,-58539.51094,3.83387781,24,100.0,,
285,-89667.71372,3.862093024,22,100.0,,
286,-58755.38512,3.819298361,21,100.0,,
287,-68642.40029,3.791251034,21,100.0,,
288,-39890.97647,3.833407922,22,100.0,,
289,-17215.02313,3.698276928,24,100.0,,
290,-181934.4637,3.946149803,21,100.0,,
291,-145865.1374,3.909376294,23,100.0,,
292,-170437.4146,3.827331534,23,100.0,,
293,-44662.11088,3.810216075,22,100.0,,
294,-136537.4908,3.873221268,21,100.0,,
295,-73496.84535,3.886098747,21,100.0,,
296,-104619.0077,3.858732262,21,100.0,,
297,-33620.14556,3.963664063,20,100.0,,
298,-45924.19326,3.879306571,20,100.0,,
299,-98684.95914,3.895346603,18,98.775,,
300,-105188.5301,3.824258685,24,100.0,,
301,-74569.28922,3.972084363,20,100.0,,
302,-33194.67204,3.810613853,19,100.0,,
303,-55917.40787,3.925901551,23,100.0,,
304,-39486.63497,4.000440641,20,100.0,,
305,-79501.45882,3.931195526,21,100.0,,
306,-48056.33696,3.936644554,21,100.0,,
307,-24936.06143,3.946664777,20,100.0,,
308,-89764.6889,3.908597362,24,100.0,,
309,-75065.79837,3.82882559,24,100.0,,
310,-66205.8434,3.85683583,20,100.0,,
311,-106584.2895,3.942551985,22,100.0,,
312,-109964.6945,3.901477424,21,100.0,,
313,-38883.32241,3.963928647,20,98.7799,,
314,-43430.55004,3.97360094,22,100.0,,
315,-59472.99403,3.929135573,22,100.0,,
316,-58555.67177,4.062321454,24,100.0,,
317,-58453.96415,3.967644437,22,100.0,,
318,-135654.6708,4.001758623,21,100.0,,
319,-182524.2671,3.96677078,21,100.0,,
320,-67802.97644,3.94957957,21,100.0,,
321,-49110.71164,3.98718977,20,100.0,,
322,-39099.42341,3.99148521,22,100.0,,
323,-33169.77532,4.023715472,21,100.0,,
324,-64111.19975,3.861785881,22,100.0,,
325,-69041.19034,3.853630481,19,100.0,,
326,-38868.91707,4.044455024,23,100.0,,
327,-75085.83054,3.973278236,19,99.0249,,
328,-80055.331,3.927992176,20,100.0,,
329,-8046.761316,3.893849701,20,100.0,,
330,-63407.26758,3.917950169,20,100.0,,
331,-37290.52497,3.973254149,23,100.0,,
332,-29342.49797,3.956608529,21,99.7599,,
333,-50511.21153,3.959703898,20,100.0,,
334,-17197.63312,3.893080573,24,100.0,,
335,-39062.22788,3.920316676,20,100.0,,
336,-50431.6507,3.894734112,20,100.0,,
337,-59207.19125,4.001262964,23,100.0,,
338,-115364.2436,4.136162933,20,100.0,,
339,-35393.82214,3.97648186,19,100.0,,
340,-95358.94094,3.926235068,23,100.0,,
341,-53528.05408,3.954968278,21,100.0,,
342,-83954.62097,3.951791873,18,100.0,,
343,-68801.36315,4.009491444,18,100.0,,
344,-60104.12962,3.987205105,20,99.755,,
345,-63099.00471,4.013293854,19,100.0,,
346,-54374.27142,3.994547071,19,100.0,,
347,-100058.0747,4.01920406,23,100.0,,
348,-33992.26618,4.11248529,19,100.0,,
349,-69834.30848,4.008489303,23,100.0,,
350,-89764.85428,3.941130865,21,100.0,,
351,-53516.02652,3.986453644,20,100.0,,
352,-54572.95985,4.018937658,21,100.0,,
353,-12744.87563,3.980312737,24,100.0,,
354,-76351.79467,4.133978512,21,100.0,,
355,-125108.3547,3.921139622,24,100.0,,
356,-67970.77401,4.025612445,22,100.0,,
357,-69033.67652,4.052336417,21,100.0,,
358,-33870.21969,4.005078117,23,100.0,,
359,-64462.39828,4.081734491,22,100.0,,
360,-43833.48352,4.054293733,21,100.0,,
361,-34482.20397,4.047507198,22,100.0,,
362,-54999.46917,4.019197273,22,100.0,,
363,-28907.80678,4.061436825,21,100.0,,
364,-99248.11145,3.948428137,21,100.0,,
365,-70543.93129,3.931194203,22,100.0,,
366,-55753.07091,4.019591101,21,100.0,,
367,-78982.5,4.103876875,24,100.0,,
368,-103525.2411,4.035886599,21,100.0,,
369,-125794.1287,4.082452361,22,100.0,,
370,-24118.92954,3.930930463,21,100.0,,
371,-24331.93982,4.164489207,22,100.0,,
372,-40135.48907,3.9693792,19,100.0,,
373,-68866.10324,4.098831973,23,100.0,,
374,-74270.49398,4.119786666,22,100.0,,
375,-58485.5269,4.158325613,22,100.0,,
376,-58299.12615,4.2356465,17,100.0,,
377,-48910.37744,4.083029596,22,100.0,,
378,-54099.94113,4.196078845,21,100.0,,
379,-39637.27213,4.136296601,19,91.3199,,
380,-29933.10646,4.069116148,23,100.0,,
381,-80527.13497,4.160731731,23,100.0,,
382,-85099.04715,4.049735439,21,100.0,,
383,-49919.73731,4.097649565,22,100.0,,
384,-80025.37235,4.191259914,17,100.0,,
385,-45022.92834,4.144624734,22,100.0,,
386,-35130.66836,4.110809842,22,100.0,,
387,-59851.39588,4.099492414,22,100.0,,
388,-22824.31606,4.118167809,23,100.0,,
389,-84479.22913,4.107286453,22,100.0,,
390,-60653.31022,3.995307215,22,100.0,,
391,-95346.89916,4.092274702,21,100.0,,
392,-79846.4102,4.130667281,19,100.0,,
393,-75087.75284,4.172224513,19,100.0,,
394,-54167.48948,4.179058356,19,100.0,,
395,-54556.62621,4.208152945,24,100.0,,
396,-78454.22914,4.237464686,21,100.0,,
397,-82554.52684,3.978684314,24,100.0,,
398,-81272.63212,4.107094308,21,100.0,,
399,-48452.27099,4.163219075,23,100.0,,
400,-101246.8595,3.988347226,19,100.0,,
401,-80748.44793,4.037378931,21,100.0,,
402,-49911.99784,4.151376174,23,100.0,,
403,-99706.59736,4.100466536,23,100.0,,
404,-23305.52274,4.021497778,22,100.0,,
405,-68025.52941,4.107953548,22,100.0,,
406,-59308.25683,4.12903037,20,100.0,,
407,-34202.05807,4.152937412,24,100.0,,
408,-54123.98306,4.13256864,23,100.0,,
409,-39036.31164,4.154625339,24,100.0,,
410,-43437.8476,4.20956209,23,100.0,,
411,-54545.65761,4.138272894,22,100.0,,
412,-81186.81698,4.039461704,19,100.0,,
413,-54458.65214,4.045141726,21,100.0,,
414,-79263.46217,4.192367061,21,100.0,,
415,-68115.40516,3.977180583,22,100.0,,
416,-110402.6417,4.125544779,24,100.0,,
417,-64347.67763,4.054544433,23,100.0,,
418,-53772.49502,4.076847384,20,100.0,,
419,-28728.53068,4.034821413,22,100.0,,
420,-105216.7511,4.11544104,22,100.0,,
421,-48441.53781,3.907309039,18,100.0,,
422,-89123.54443,4.063218025,20,100.0,,
423,-69704.71833,4.043569544,22,100.0,,
424,-28322.68335,4.013099414,22,100.0,,
425,-96997.58348,4.077932091,22,100.0,,
426,-73714.78269,4.069961115,20,100.0,,
427,-23885.41944,4.204688879,21,100.0,,
428,-130614.6889,4.05685351,20,100.0,,
429,-43697.10326,4.057785638,21,100.0,,
430,-18896.4107,4.061093454,20,98.0448,,
431,-22822.23149,4.081878617,22,100.0,,
432,-48673.75755,3.972057212,19,100.0,,
433,-53068.739,4.065067283,21,100.0,,
434,-43643.17545,4.002109102,18,100.0,,
435,-94551.16646,4.096604228,23,100.0,,
436,-13353.2731,4.098985396,20,100.0,,
437,-13836.41078,4.004201526,22,100.0,,
438,-84575.53903,4.01611744,22,100.0,,
439,-105545.1167,4.010454178,24,100.0,,
440,-173027.6483,4.16142832,19,100.0,,
441,-104096.0118,4.069929544,19,100.0,,
442,-39848.2594,4.117749803,20,100.0,,
443,-39877.45668,4.065790111,20,100.0,,
444,-35288.80084,4.10390986,22,100.0,,
445,-43295.86025,4.063689643,22,100.0,,
446,-58192.20935,4.057951327,20,100.0,,
447,-79075.12784,4.005389444,21,100.0,,
448,-42840.4372,4.099303871,22,100.0,,
449,-49806.38454,4.086017018,19,100.0,,
450,-34174.70978,4.154269934,21,100.0,,
451,-43794.66562,4.064672848,24,100.0,,
452,-39953.35795,4.103087888,22,100.0,,
453,-38037.45814,4.095138984,20,100.0,,
454,-139169.9171,4.114879588,20,100.0,,
455,-38159.6663,4.031838647,20,100.0,,
456,-49319.50216,4.083047688,22,100.0,,
457,-36888.96773,4.023912277,19,100.0,,
458,-79409.80588,4.123158845,22,100.0,,
459,-33659.27918,4.060790572,14,90.3749,,
460,-57975.19552,4.042347108,22,100.0,,
461,-88836.02859,4.053023733,20,100.0,,
462,-70819.29032,4.018813921,24,100.0,,
463,-39146.39164,4.038074397,21,100.0,,
464,-102520.3025,4.080582099,21,99.7599,,
465,-23689.07294,4.019522375,18,100.0,,
466,-98598.36392,4.017890561,21,100.0,,
467,-90324.79309,4.081117318,21,100.0,,
468,-51149.89636,4.156538335,21,100.0,,
469,-22429.70199,3.980799048,23,100.0,,
470,-43624.14855,4.132313914,21,100.0,,
471,-38239.11487,3.993469063,20,100.0,,
472,-81263.25022,3.952416825,22,100.0,,
473,-54178.38521,4.035113875,23,100.0,,
474,-100697.5325,4.043420697,22,100.0,,
475,-58897.80831,4.092583349,23,100.0,,
476,-54694.2748,4.012522147,24,100.0,,
477,-118912.6589,4.236053431,19,100.0,,
478,-35540.16289,4.107341996,21,100.0,,
479,-93407.2896,4.215434958,24,100.0,,
480,-53321.56753,4.146030823,23,100.0,,
481,-53830.95749,4.079767346,21,100.0,,
482,-54441.53669,4.143918957,22,100.0,,
483,-59801.83244,4.160242138,21,100.0,,
484,-65029.26001,4.085779102,20,100.0,,
485,-70322.00007,4.132580342,23,99.2699,,
486,-48832.80216,4.069170605,21,100.0,,
487,-64167.39041,4.085140299,20,100.0,,
488,-84974.91384,4.104923447,19,100.0,,
489,-49263.79631,4.021562169,20,100.0,,
490,-52925.37064,4.188225455,20,100.0,,
491,-19035.69946,4.128283858,21,100.0,,
492,-24944.33229,4.241724621,23,100.0,,
493,-84534.84146,4.128278423,23,100.0,,
494,-134472.921,4.063785954,22,100.0,,
495,-80339.43958,4.087785012,19,100.0,,
496,-89874.65416,4.129955807,22,100.0,,
497,-102013.3405,4.103601776,24,100.0,,
498,-65439.16015,4.113040686,23,100.0,,
499,-75183.02368,4.162034289,18,100.0,-71091.370839732,
500,-64489.71995,4.132093739,22,100.0,-71023.98220837199,
501,-23606.56996,4.064142073,23,100.0,-70920.544330872,
502,-59059.5177,4.063371848,22,100.0,-70910.182005532,
503,-79503.47375,4.089714301,18,100.0,-70745.33202303201,
504,-23937.70793,4.104389612,23,100.0,-70532.436322092,
505,-20467.11562,4.109955568,19,98.0348,-70463.045185372,
506,-48669.48062,4.166709741,21,100.0,-70522.244302892,
507,-171559.777,4.036505679,23,100.0,-70817.56245957199,
508,-38496.06956,4.119746549,22,100.0,-70836.188559212,
509,-64810.77093,4.009342065,11,75.4149,-70608.875679672,
510,-84011.52192,4.050982271,21,100.0,-70607.412756512,
511,-33897.00848,4.116633632,20,100.0,-70486.295056992,
512,-28344.82448,4.057576508,21,100.0,-70374.151877312,
513,-54892.25918,4.134186316,23,100.0,-70282.67068107199,
514,-59774.79724,4.094944306,20,100.0,-70313.089157072,
515,-96042.77083,4.248519144,23,100.0,-70273.546736332,
516,-33570.37563,3.96515314,21,100.0,-70306.61093099201,
517,-17767.47547,4.021411419,22,100.0,-70243.507963352,
518,-78544.75762,4.227862077,23,100.0,-70203.17094677199,
519,-115052.7977,4.105687183,22,100.0,-70211.59497197201,
520,-154885.7701,4.049970291,20,100.0,-70463.837080992,
521,-53658.40082,4.170364818,21,100.0,-70241.64520363201,
522,-110266.3458,4.090249022,20,100.0,-70344.770447772,
523,-38565.6966,4.094919567,20,100.0,-70354.188379552,
524,-43748.45976,3.978433758,21,100.0,-70241.319511672,
525,-74705.03525,4.171260049,20,100.0,-70290.932364032,
526,-47949.68926,4.203795252,22,100.0,-70103.376493152,
527,-4000.775449,4.166851969,21,99.2699,-70072.75668255,
528,-45725.67569,4.181782342,23,100.0,-69822.53588693001,
529,-53951.67192,4.139912665,23,100.0,-69843.31212846999,
530,-53451.63734,4.038005514,22,100.0,-69801.83849710999,
531,-69324.33171,4.192089578,22,100.0,-69879.33954061,
532,-64761.26845,4.182240486,24,100.0,-69961.33808975,
533,-76290.87915,4.094978158,23,100.0,-69843.15296605,
534,-55150.0239,4.079360068,22,100.0,-69815.47889669,
535,-90706.40121,4.051485125,23,100.0,-69838.18462879001,
536,-39267.01033,4.126788209,22,100.0,-69603.52877605,
537,-13770.75343,4.116683602,21,100.0,-69461.32914531,
538,-48839.02666,4.082097076,22,100.0,-69458.59353609,
539,-85234.5755,4.210301917,20,100.0,-69399.37211069,
540,-31810.18995,4.044386272,21,100.0,-69234.90669659,
541,-184503.2936,4.206483831,20,100.0,-69455.10327800999,
542,-46784.52682,3.97847936,20,100.0,-69285.84828765,
543,-63452.78668,4.122819058,18,100.0,-69294.26326626999,
544,-7230.569231,4.110368674,22,100.0,-69126.14220393199,
545,-29255.46138,4.00926081,23,100.0,-68984.997741872,
546,-94493.75623,4.137089252,24,100.0,-68901.94889273199,
547,-50222.09879,4.065272245,23,100.0,-68863.75289469199,
548,-73193.41016,4.188250807,18,100.0,-68871.807192452,
549,-63815.79264,3.940647373,20,100.0,-68908.524630692,
550,-49950.81708,4.07181796,18,100.0,-68815.708494812,
551,-43388.9785,4.147477567,21,100.0,-68700.117629012,
552,-79084.33279,4.104767971,23,100.0,-68769.247694712,
553,-69152.56064,4.134685741,20,100.0,-68728.23973211201,
554,-28672.75795,4.105218,22,100.0,-68592.920874372,
555,-69753.22116,4.164297422,21,100.0,-68596.26347307199,
556,-37901.80527,3.920762052,21,100.0,-68450.133393212,
557,-58444.69544,4.074737933,23,100.0,-68487.790421452,
558,-4896.904804,4.066943234,22,100.0,-68347.83552598,
559,-65035.94339,4.07408016,21,100.0,-68239.56440896,
560,-48083.6239,4.097050667,24,100.0,-68290.76896858001,
561,-38566.58405,4.006264071,19,100.0,-68271.6008385,
562,-80145.94418,4.169404892,22,100.0,-68322.3926273,
563,-27387.822,4.119758937,21,100.0,-68268.6400399,
564,-101084.7701,4.161253448,24,99.5149,-68375.01915554001,
565,-49563.55812,4.297521071,17,100.0,-68283.22413044,
566,-60710.63246,4.102224332,21,100.0,-68265.47960772,
567,-81252.1252,4.205836027,23,100.0,-68218.27324092,
568,-69092.60039,4.240445455,21,100.0,-68157.45106932001,
569,-39125.64669,4.169596379,21,100.0,-68105.83422578,
570,-13897.2519,4.20555687,19,100.0,-67871.41526098,
571,-28772.66232,4.2718427,24,100.0,-67842.21868252,
572,-73762.36899,4.0927144,19,100.0,-67892.14775277999,
573,-16705.48155,4.15384676,24,99.7599,-67846.05294928,
574,-18860.58843,4.133669908,20,100.0,-67816.35025838,
575,-44010.2287,4.088906501,21,100.0,-67695.80193118,
576,-23149.68408,4.247409095,22,100.0,-67492.76349174,
577,-65124.71334,4.144185384,22,100.0,-67362.89627482,
578,-63691.67318,4.135216645,22,100.0,-67272.67122298,
579,-68678.44219,4.053910338,23,100.0,-67219.46727554,
580,-94223.65547,4.146226183,20,100.0,-67300.16857204001,
581,-84795.02461,4.178108552,20,100.0,-67372.7048279,
582,-45036.36289,4.056841966,22,100.0,-67363.19093568,
