Episode,Total Reward,Avg Loss,Deployed Nodes,Coverage
0,-31120.707947368406,0.0,29,92.56
1,-34420.10250526315,0.0,32,87.55
2,-37986.43894736842,0.0,31,89.03999999999999
3,-47553.232276209405,0.0,40,99.51
4,-24605.61923157895,0.0,27,94.01
5,-27009.014031578947,0.0,30,93.04
6,-43134.7249901249,0.0,36,98.0249
7,-34552.325684210526,0.0,30,91.535
8,-29793.75274736842,0.0,30,91.28500000000001
9,-30607.272368421043,0.0,28,81.52000000000001
10,-33683.74528421053,525697.1375,32,83.545
11,-32915.12449473685,667360.405,33,88.775
12,-24408.089452631582,666053.98625,24,93.0299
13,-31781.380273684204,636725.10375,30,92.56
14,-33090.69088589721,632777.29125,31,95.775
15,-35803.366384893736,632282.04375,34,96.005
16,-32869.204115686305,638523.48375,33,100.0
17,-29619.916021052624,640160.925,29,90.81
18,-33994.87553106008,626882.03,31,99.005
19,-33564.301242105255,621441.56875,32,91.29
20,-29927.471568421057,623478.0125,28,92.04
21,-35294.91009388986,620385.54625,34,97.53490000000001
22,-32253.5033368421,618420.80625,33,94.525
23,-30776.393907696678,614986.8925,31,96.265
24,-40296.066357894735,618155.48,34,94.0
25,-33373.63995789473,626853.89625,33,89.025
26,-35530.27108993712,628963.6725,32,97.285
27,-32390.57635789473,637260.9225,29,85.03500000000001
28,-40840.06878947368,628046.75125,34,86.80499999999999
29,-26923.133957894737,642825.56625,28,77.5
30,-9083.144617450223,637946.4907407408,27,100.0
31,-43449.58036074741,618296.62375,37,95.025
32,-36611.15456842105,635875.90375,32,94.54
33,-31225.244642105263,639418.7675,31,89.52
34,-37848.35690486347,637637.3225,33,98.7649
35,-30688.15817894737,643483.845,29,92.55
36,-35148.91533917249,632518.99875,32,95.54
37,-38999.97531796259,633816.0325,33,95.59
38,-44150.680090580936,635501.3025,38,99.0
39,-38141.094294736846,657808.0975,33,92.51
40,-35716.290935195575,660800.78875,35,97.26
41,-43960.973690840794,667542.565,34,98.02
42,-31972.101980093485,675002.8775,31,95.02000000000001
43,-30587.524568421057,666711.8625,30,94.785
44,-38294.94105263158,661610.29875,35,93.525
45,-33991.00814736843,663713.8025,28,90.05499999999999
46,-39804.37797883432,658439.015,34,95.015
47,-35845.23166132164,667644.85625,36,97.53490000000001
48,-33631.48487967039,667253.73625,31,95.795
49,-34350.55595398526,662184.21625,34,99.0249
50,-35174.37088421053,665872.98875,30,91.255
51,-37902.263975451344,667733.885,33,99.0
52,-31265.316547368413,666885.7075,29,86.765
53,-34669.77548421052,661622.3075,31,92.00500000000001
54,-35523.78075789473,662103.26625,30,86.5
55,-36601.882610526314,656137.8525,31,89.2649
56,-25708.121631578946,652847.54375,26,90.7599
57,-32139.603178947375,651467.395,30,91.53
58,-33478.90125263157,644787.7425,32,89.5
59,-33989.345368421054,646645.4675,31,87.5
60,-37878.262114461235,644505.41875,34,96.755
61,-34813.61144210526,643211.71125,31,89.045
62,-34029.038961031154,645672.3875,32,97.275
63,-37342.053831578945,644103.6225,33,80.28
64,-27477.022326315793,645137.33875,28,77.75
65,-29672.047344770897,632678.79625,28,97.0
66,-35959.10217894738,631384.95625,36,93.25
67,-35493.61817894736,632746.7725,31,94.795
68,-37811.36937894737,629132.47875,32,94.295
69,-30970.052568421044,633145.77,31,94.04
70,-40308.931452631594,628857.8425,33,91.765
71,-29440.242768421056,632976.13125,29,89.005
72,-28711.019915789468,614404.7575,28,90.78500000000001
73,-35475.16697894737,619265.7875,32,94.55
74,-32991.12168421053,619794.96375,30,89.29
75,-31407.451115789478,610378.52125,32,90.5
76,-39859.35047368421,611490.6925,33,92.78999999999999
77,-39526.96326315789,614594.00625,33,94.51
78,-29592.18366315789,619501.68375,29,89.285
79,-31532.618357894735,609503.465,29,91.78500000000001
80,-32868.5314631579,606821.95375,32,86.275
81,-29356.332557894744,602648.23,29,93.7949
82,-35360.06144210139,601671.2375,34,98.75
83,-29392.614664558343,594488.0825,29,96.775
84,-27682.103926315787,591072.03875,26,88.8099
85,-28590.9036631579,599462.2675,29,92.03
86,-36150.241557894726,583306.0025,33,84.025
87,-37454.7632,588397.35,34,94.0099
88,-29897.045178947374,589255.16625,30,84.75
89,-36840.56733684211,581436.48625,34,89.52
90,-26362.728545648875,589899.86375,29,97.765
91,-32202.146684210522,577808.77625,31,89.27000000000001
92,-30318.268663157894,575966.21875,30,92.795
93,-41685.09295789473,572957.4625,35,91.27499999999999
94,-27570.507900272925,572167.689375,27,96.0
95,-34852.924804237504,567455.545,32,95.50999999999999
96,-38233.88313837229,574112.224375,34,99.505
97,-31709.213578947365,567665.76125,29,89.525
98,-6703.807462292652,560766.6633522727,21,100.0
99,-32524.085568421044,567375.99625,31,94.5
100,-36597.241499376185,566349.725625,34,96.02000000000001
101,-33580.48681429888,557612.41625,33,95.255
102,-9169.15761021629,562622.4245689656,26,100.0
103,-41270.947551779056,548596.8125,36,99.00999999999999
104,-33268.54475763158,558319.546875,31,97.015
105,-42366.358734891546,556871.235,36,95.545
106,-33861.08453684211,558333.30875,33,89.535
107,-41841.47376757956,558669.7825,35,96.77
108,-39200.50793684211,549087.23,34,86.25
109,-43858.23468421052,552495.368125,37,94.0
110,-31466.262705263154,555155.296875,29,91.77
111,-38698.38067368421,554327.9125,33,87.53999999999999
112,-39950.94370484071,557209.893125,37,95.525
113,-41911.490621052646,551412.529375,35,92.80000000000001
114,-36530.5581929107,561888.51375,34,98.015
115,-39074.58114015368,562019.848125,32,95.515
116,-28838.92634736841,555049.748125,29,89.27000000000001
117,-33988.406800057855,554337.003125,33,96.53
118,-37202.61433684211,541891.335625,35,94.015
119,-32725.119580270424,546563.415625,32,95.2599
120,-37175.50831578948,542558.765,30,93.015
121,-39405.59719868678,545770.25,35,98.04
122,-38238.94815967234,541485.214375,37,98.50999999999999
123,-30833.573694736842,550594.98875,31,85.275
124,-34792.47699999999,546207.511875,32,86.285
125,-5826.010648424424,538554.8579545454,23,100.0
126,-35752.349715789474,535105.50625,33,88.255
127,-38379.976199703146,535629.390625,38,96.515
128,-27965.2863368421,540376.176875,27,83.765
129,-35033.99807826784,537278.561875,32,96.025
130,-41077.27933319624,528942.32875,35,98.00999999999999
131,-31404.292294736828,524020.46125,29,81.285
132,-40715.95183157894,529458.135,35,91.51
133,-34399.07736842105,525808.835,31,94.25
134,-38350.034210526326,514780.21375,33,91.015
135,-5492.047801604999,525428.3841145834,24,100.0
136,-29398.021568421063,523964.96875,28,90.2899
137,-37873.53113684211,515072.375625,33,93.765
138,-35341.258149685316,519145.326875,33,98.7799
139,-28559.356842105266,511605.611875,28,88.535
140,-47340.18014117953,512398.83625,36,95.77
141,-12072.694542105262,504308.232421875,23,100.0
142,-33494.222375223115,511182.161875,30,96.78
143,-28076.584978947372,508925.74,27,90.7899
144,-38321.92978947369,511063.315,33,94.01
145,-36342.70182105263,502575.928125,34,93.77
146,-32101.944084210525,503301.053125,33,89.035
147,-31375.773578947377,502531.68,31,93.27499999999999
148,-36075.57977894738,495919.45875,32,82.795
149,-33491.63651578948,498697.504375,29,84.75
150,-45737.91141752761,496034.950625,40,96.765
151,-43598.9478631579,490618.776875,34,80.75
152,-40902.84093201234,498785.786875,35,97.53
153,-34938.11962105263,490152.623125,31,91.55499999999999
154,-29504.51045263158,489464.851875,30,86.03
155,-30124.942102155957,493433.6575,31,96.0249
156,-29122.350717369463,491135.025625,32,99.02
157,-29611.901147368433,482305.144375,28,78.53
158,-35641.41849473685,481010.39625,35,94.81
159,-25978.463136842114,481114.608125,27,89.03999999999999
160,-42403.14099511243,470078.2925,38,97.52
161,-30575.938453570012,470487.2775,31,97.5249
162,-40733.05819190349,472653.783125,36,97.765
163,-38671.125984488324,465762.541875,32,97.27
164,-31298.033090136076,472248.283125,32,99.505
165,-35453.002694736846,466849.358125,31,93.77
166,-39837.7561539695,472064.125,33,95.5
167,-42650.007410526305,466179.148125,34,86.29
168,-29268.828568421057,464852.279375,28,81.535
169,-29696.259935873695,461962.8325,33,97.5
170,-40033.87338947368,460605.480625,36,92.285
171,-34385.408631578954,467217.33875,31,91.53999999999999
172,-31020.04364210525,457117.1575,27,83.04
173,-35728.709946302035,450969.919375,35,97.5
174,-31680.200947368423,456979.5975,31,91.265
175,-32350.704157894736,450027.489375,30,87.25500000000001
176,-32668.364421052647,453128.468125,30,88.035
177,-36246.447198208014,448556.726875,36,95.27
178,-30641.969347368424,445963.08875,30,87.27000000000001
179,-40414.57566315789,441332.3275,33,91.005
180,-32436.48775756917,443677.92,32,96.005
181,-32149.681515789463,440653.914375,31,92.785
182,-31876.15613684211,439792.1289893617,34,100.0
183,-42503.88295789473,434943.12625,35,93.535
184,-41058.768431578945,440944.665625,34,91.79
185,-39875.76119999999,431085.951875,34,94.0
186,-42985.06505263158,436462.970625,38,94.0
187,-35057.15807368421,426797.78375,33,93.795
188,-29531.152547368416,442459.935625,29,91.25999999999999
189,-34488.57330215039,437080.585625,32,95.05
190,-43167.169042131274,426211.298125,38,99.00999999999999
191,-34184.103210526315,432162.2075,32,90.28
192,-35175.21994736842,429838.575625,32,94.515
193,-31471.049446842226,430528.095625,29,96.7799
194,-29529.85558036885,424680.489375,32,97.0299
195,-43169.07939529677,422719.65875,39,98.7799
196,-40109.159810526326,415847.959375,34,90.78500000000001
197,-27657.63462105263,421746.32,30,92.5
198,-30863.57169473684,423822.279375,28,84.545
199,-35094.34349473684,414432.71,33,82.53
200,-30250.62496842105,413279.889375,31,93.2649
201,-39662.44877894737,413569.4775,34,88.305
202,-32579.72397894736,409073.296875,31,93.795
203,-39345.307726315805,404948.314375,36,93.52000000000001
204,-25294.47074067596,406918.126875,30,98.50999999999999
205,-33674.11176842105,398196.71875,31,93.545
206,-38572.1652,404606.409375,32,83.25
207,-38645.315410526295,399490.883125,30,89.505
208,-35330.3250631579,399787.529375,33,91.29
209,-38785.44685263159,392592.3275,32,81.02000000000001
210,-44512.189094736845,392769.82125,38,93.77
211,-38476.01462105262,399430.1675,33,88.275
212,-36803.83007368421,390299.6175,34,85.275
213,-41246.758886935386,399197.415,33,95.015
214,-36674.43770526316,394013.61625,32,94.03
215,-37395.92165263158,391182.99875,34,92.02
216,-45201.459873684216,391003.91,34,94.515
217,-40443.84769611704,384799.826875,35,95.505
218,-41890.54239367443,387459.08375,35,96.02000000000001
219,-36687.156852631575,391896.38125,32,93.52000000000001
220,-33051.91018947369,382435.419375,31,87.0
221,-32335.46954736842,386247.0225,31,92.5399
222,-9702.284906852246,389634.7036637931,24,100.0
223,-33137.91476842106,380634.2125,30,90.275
224,-37513.88416842105,380916.04,35,94.54
225,-32959.566873684205,382735.581875,30,88.53999999999999
226,-29498.690326315784,377811.61625,29,82.535
227,-30410.027526631227,373827.19,32,97.27
228,-31726.11590526316,373397.715625,32,94.265
